Distance, Run1, Run2, Run3, Run4, Run5, Avg, PacketLoss1, PacketLoss2, PacketLoss3, PacketLoss4, PacketLoss5, Avg_PacketLoss
2, 8.76 9.30 10.0 9.80 10.0, 9.572,     , nan
