Distance, Run1, Run2, Run3, Run4, Run5, Avg, PacketLoss1, PacketLoss2, PacketLoss3, PacketLoss4, PacketLoss5, Avg_PacketLoss
10, 7.61, 5.84, 1.40, 1.01, 556, 114.372,     , nan
