Distance, Run1, Run2, Run3, Run4, Run5, Avg, PacketLoss1, PacketLoss2, PacketLoss3, PacketLoss4, PacketLoss5, Avg_PacketLoss
5, 7.26, 9.16, 7.46, 5.09, 5.86, 6.966,     , nan
